Dataset;Strategy;Parameter Combination;Model;Model Parameter Combination;MSE_mean;MSE_std;RMSE_mean;RMSE_std;MAE_mean;MAE_std;R2_mean;R2_std;WMSE_mean;WMSE_std;WRMSE_mean;WRMSE_std;WMAE_mean;WMAE_std;WR2_mean;WR2_std;SERA_mean;SERA_std;DWRMSE_mean;DWRMSE_std;DWSERA_mean;DWSERA_std
ele-1;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 100, 'max_features': 'log2'};465286.892055733;113716.98020933293;677.5067175111652;83.47680837600068;464.139430451142;54.01158201845074;0.6474889119708294;0.06045881277383082;872678.0762586981;666694.8639706459;861.2371204441449;381.44272706510196;612.8494435662835;278.50567475612326;-0.15033415085672613;0.8163918888939753;17781306.35739852;14499001.732812312;936.5805323534094;183.45879988840358;35951775.66985102;10237500.66151521
ele-1;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 100, 'max_features': 'sqrt'};462204.96232099377;96425.07561305915;676.4987750723276;71.13656386474096;461.0801626337458;41.9258904840204;0.6488440734613918;0.044994310125574;875855.9408734415;588422.0293385246;869.3946915379562;365.16177723649406;627.419030814237;265.5171341132092;-0.12140922834329652;0.7397152292201161;18049350.159883995;14215810.483147338;941.6487988259842;150.38337103096376;35843715.48739066;8907629.114189532
ele-1;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 200, 'max_features': 'log2'};469246.70871816773;92509.7696593032;681.9951597531006;67.73568558506238;465.69765159084164;39.86026270803099;0.6426256122785244;0.04868967271449698;844636.9856033835;600525.91311922;852.1132992388677;362.9201180297199;618.8434822020406;276.85280413664094;-0.14234297597169426;0.8258577344653018;17117783.44009722;13402044.742395556;924.1851394541449;152.89940816132994;35075060.44055534;8589704.406666808
ele-1;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 200, 'max_features': 'sqrt'};485572.4466986442;92077.82109207027;693.9252374715685;67.00092452655251;471.0176548059705;40.92034980285056;0.6296117397724534;0.051952884844080394;869874.2549324951;620409.4707133865;861.827736177265;375.83567344144416;616.7794157718653;270.85982170219467;-0.14242139600696788;0.8206443075679678;17660929.92119194;13568856.013752453;948.4314309793975;156.39160771597975;36563672.30579506;8949700.47792554
ele-1;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 1, 'epsilon': 0.01};1206923.6909797308;212865.96626354396;1094.9216293778823;94.69434161327615;798.9672438441564;48.98063201748184;0.08329549093247926;0.027767857343478593;3223061.0615247553;1650867.001401789;1727.3059763505557;515.8327954638112;1457.020567495622;354.46308737508235;-5.478746315314293;6.557644541430129;64904133.09900485;38850240.56968167;1710.135957083798;206.598971299995;109056021.56917043;23425164.430988405
ele-1;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 1, 'epsilon': 0.1};1206478.938839623;215102.25336257785;1094.6424464104832;95.66639579575757;800.3194138536159;47.87255322426905;0.0838344911512208;0.029632672754004195;3194299.719350185;1617031.2582853574;1720.8706379299074;508.70638427387445;1449.087069864868;345.6473874100683;-5.459137757450582;6.553634758219002;64526393.900704786;38819582.7015308;1706.4660879961084;207.0012592002185;108838903.68901423;23686070.23656747
ele-1;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 10, 'epsilon': 0.01};736782.1602599462;212883.22338134077;850.8782304770882;119.20289500644344;545.3746485282942;57.61495768694876;0.4465815606462531;0.08527268824061293;2214581.1164023234;1477855.8315563689;1368.7754767131692;615.570928083082;1044.0447734054724;434.0695464456881;-1.5332016785893425;1.5857380499761686;43457259.5828023;32226549.416947793;1401.1604558259928;227.01583769262717;67911617.340877;21584866.45462581
ele-1;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 10, 'epsilon': 0.1};735168.649797401;212643.99843111378;849.7470366642376;120.64006832883767;544.9956345609364;56.81684635712056;0.448239531612135;0.08503099474070562;2202620.1273080474;1480222.0956408568;1365.6398190919485;612.5067000255385;1039.4061201434063;426.6465672273267;-1.5155185029834428;1.477354935764904;43311057.994655386;32194009.900145408;1399.775946823471;234.20135294190777;67798076.63055912;21628646.18883705
ele-1;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 100, 'epsilon': 0.01};489965.3449071535;171108.73802926388;690.727082676;119.54284292464541;439.3638991092765;57.52336756259649;0.6336001950216701;0.0834714787797824;1303831.3567295016;960075.4614158258;1029.298458922696;521.0843812973785;702.1280627564563;343.1885782020848;-0.21501721392018092;0.5527348076618706;26422512.957210623;22214631.683218252;1061.55581115619;242.97328503662317;41004394.89433885;16391779.822536703
ele-1;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 100, 'epsilon': 0.1};490507.4145895952;166848.6115571254;691.3898502328364;117.79214077070628;437.89733557095224;55.964523429555534;0.6325838909198476;0.08322723734838497;1343007.0276260632;1010537.5962488834;1042.3776830884115;533.807907007441;709.3109934415997;349.9532451375206;-0.25095968310663863;0.5717287021286503;26783456.805315256;21942101.949693378;1066.0279727676243;246.45403244048848;41034492.70059428;15970244.675982345
ele-1;CART;(1, 'denseweight', False, 'balance');XGB;{'n_estimators': 100, 'max_depth': 3};571844.5375;152248.8665823678;750.021913329962;101.71674736390352;487.14927062988284;54.18422267870643;0.5651259243488311;0.10143623353591893;999116.5875;739061.7671152053;912.2570179598275;430.63740958806;661.2659271240234;317.77120432998277;-0.10676276087760925;0.6099767419101992;20540675.922902483;17082530.325305138;1031.0562332066102;195.10215684067362;44281843.08675402;14294759.824930076
