Dataset;Strategy;Parameter Combination;Model;Model Parameter Combination;MSE_mean;MSE_std;RMSE_mean;RMSE_std;MAE_mean;MAE_std;R2_mean;R2_std;WMSE_mean;WMSE_std;WRMSE_mean;WRMSE_std;WMAE_mean;WMAE_std;WR2_mean;WR2_std;SERA_mean;SERA_std;DWRMSE_mean;DWRMSE_std;DWSERA_mean;DWSERA_std
strikes;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 100, 'max_features': 'log2'};312024.19538436015;124048.2745407818;546.8532836302005;120.07257790014407;256.7585400419666;22.77511347264674;-0.020972874630784642;0.2811677654537345;3084631.126518312;1034071.4937151639;1728.1768022920405;338.1943390433447;911.7476401712275;194.16665246344934;-0.5822704136383179;0.3125171827805643;25186077.746758316;19937254.48756733;1208.2418098469557;255.36402151232875;32450104.663428467;14993259.751648301
strikes;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 100, 'max_features': 'sqrt'};294194.56210844533;124414.26686212375;529.7896760990755;122.55366718880504;252.43788339643297;20.820058860295262;0.06395732492764543;0.16413915100789456;3054097.9325524843;1085120.660013542;1715.6663209918422;359.191001410951;904.0265328160136;197.36272327884592;-0.5429118620146609;0.2636296720095735;24901624.964664083;19969617.168747246;1196.548866952966;279.6761903582459;31133599.970345557;15977366.861481844
strikes;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 200, 'max_features': 'log2'};291185.88537560694;116748.48729381627;528.015660330267;117.30940959511506;249.34997288856266;21.834586146592997;0.05787378462274138;0.20271035693275136;2970638.1725988523;1040280.1468622583;1693.5590228522324;345.8014991779989;891.0422354709061;182.92002362452078;-0.5031238812235843;0.22453146315025044;24204454.5122849;19266116.12620886;1180.9746572396034;272.3782465800527;30325771.838741176;15272267.780509666
strikes;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 200, 'max_features': 'sqrt'};306583.29947132803;116688.33621019726;542.5717682885885;116.4243947686525;257.64054336609286;36.67935121672701;-0.02126022574621115;0.3756956857856271;2960590.1027646554;1041362.5753111935;1691.0205988316818;343.3356131739439;886.4563696726827;172.09531346786952;-0.5026424068369701;0.24340529238190178;24112001.11430691;19183393.774840783;1189.5077499733036;250.25842102697325;31875019.943469502;14419577.29691691
strikes;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 1, 'epsilon': 0.01};309800.95627525507;125253.63912890348;545.4911419345194;116.62080215729125;264.19690326529275;22.668031604875036;0.010737097774518246;0.015757629993340065;3523272.898615413;1015054.3385378353;1855.7206967892837;304.68977634723154;1191.6503145160962;202.8244787515788;-0.8760868200767378;0.5315038103517719;28851626.81623764;22277227.47824678;1296.6631498795994;258.9458139745083;37190881.564731285;15688345.630291179
strikes;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 1, 'epsilon': 0.1};311012.9520441502;126181.0701413289;546.5056259089855;117.11605305080091;264.650231892875;20.42350669737418;0.0071587954883253644;0.017903463056033894;3527131.331642315;1025030.0559910644;1856.346978165724;307.6119303281051;1191.7098033138923;214.06135161094795;-0.8775505241483854;0.5350545559725073;28898972.01584407;22378095.5061473;1297.2230201281873;261.0622834592224;37352489.3016206;15784309.010509564
strikes;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 10, 'epsilon': 0.01};285997.655251422;125733.59669818013;521.9689475180604;122.68330085726276;223.84912276781733;21.72777867327891;0.10074590816380073;0.06434905599168134;3392753.765530965;1011468.9353361976;1819.71404312556;308.1563368049149;1106.4958699890315;208.0472146018506;-0.7994835795814127;0.5003690623959984;27735095.106293928;21487218.94575317;1262.9409665265214;261.0016305203559;34390591.41321929;15706315.772531472
strikes;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 10, 'epsilon': 0.1};286324.526610828;125837.50596119335;522.3325599293709;122.44374421866947;223.22088564605528;22.50236260486988;0.09945609413421344;0.05945744010395509;3395588.855660114;1025531.9883439557;1819.8356510095655;312.652472889346;1107.7925874771524;208.89721834152476;-0.7957434202647511;0.4879141240906874;27758325.155700546;21567979.56282509;1263.2444149646453;264.5628547690109;34481794.24104487;15733352.445752436
strikes;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 100, 'epsilon': 0.01};272905.5245261132;128984.14046630975;507.51911182561264;130.51128370908728;209.83245900172497;19.47261418353267;0.15456992209249407;0.11000829090787399;3282465.043403042;1024400.044302227;1787.1492970783554;321.4387016440491;1008.4715861976135;210.99069970661688;-0.7160361271946691;0.41305372064401696;26820737.40500881;20978122.708720393;1236.0599560646544;271.49916021762533;32078140.671578567;16615236.243158981
strikes;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 100, 'epsilon': 0.1};273325.56496699527;129248.8651826673;507.99289357128816;130.25097588913619;208.8996957829026;16.338841014368217;0.15349910514795684;0.10190209091203468;3279412.4182977495;1049854.2052466;1784.9455140733482;330.0690611095045;1006.8893631997722;208.91207457010364;-0.7052974094104688;0.3928152655166842;26794791.613103513;21078804.282861736;1234.8849431483275;277.0804946517359;32306430.513215315;16390308.123886466
strikes;CART;(1, 'denseweight', False, 'balance');XGB;{'n_estimators': 100, 'max_depth': 3};341215.7447595272;155034.4902658116;567.3559960544555;146.52613911890654;266.93473151435853;36.61503764042896;-0.11917546989060442;0.5157690447910864;3220766.9395054015;1054815.2963936017;1767.653464069648;334.9570104943387;948.9018591474205;181.5096749683989;-0.6624758723284933;0.3459004801365776;26264682.708283067;20610875.28915886;1241.6276338608025;249.56083376375915;34386547.28642502;16082780.758490069
strikes;CART;(1, 'denseweight', False, 'balance');XGB;{'n_estimators': 100, 'max_depth': 6};344943.51128832327;144656.04937599436;572.4421727465149;138.4576555789306;253.7124126489103;31.50851849091225;-0.14677927781112898;0.4581011910663628;3152001.1676083268;961345.477997496;1752.2293856444758;308.72140457219365;938.1183846567883;170.85740922762554;-0.6444981852475282;0.35826091524079945;25661733.457380094;19630778.085344177;1235.1034847408466;234.02233887177323;34769017.45043765;15948864.565202782
strikes;CART;(1, 'denseweight', False, 'balance');XGB;{'n_estimators': 200, 'max_depth': 3};375538.4327317962;163685.96197190456;599.1236024005743;135.766718955529;283.95596671586037;37.62000107026411;-0.24093839754714463;0.4328580161989756;3156931.4394935067;1080950.2477975562;1745.7881064190044;356.85834931528456;949.5915055219828;192.394007574854;-0.6029257068509697;0.29198236828708685;25869540.593505375;20724614.72006603;1246.1386770483562;269.8245804349173;36495349.02894749;17282073.416647527
strikes;CART;(1, 'denseweight', False, 'balance');XGB;{'n_estimators': 200, 'max_depth': 6};373654.07132022106;220059.10396239074;589.4383850647196;170.67337725256394;261.3451942216635;54.353246071263264;-0.22409146623835535;0.6214607841144015;3089740.51067005;1000284.3602441265;1733.4651427859565;314.6092194858019;926.9396563022323;164.25295811641578;-0.6197790386071633;0.4214342948169745;25459006.624082185;20431621.584963877;1226.653291157178;252.27168805708232;35050688.96467452;15872222.577197095
