Dataset;Strategy;Parameter Combination;Model;Model Parameter Combination;MSE_mean;MSE_std;RMSE_mean;RMSE_std;MAE_mean;MAE_std;R2_mean;R2_std;WMSE_mean;WMSE_std;WRMSE_mean;WRMSE_std;WMAE_mean;WMAE_std;WR2_mean;WR2_std;SERA_mean;SERA_std;DWRMSE_mean;DWRMSE_std;DWSERA_mean;DWSERA_std
availablePower;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 100, 'max_features': 'log2'};45.306488376334826;25.86272039489167;6.521673071834677;1.7557109102840098;2.252633075761376;0.3144156756781498;0.9837959376963866;0.0077262484914138955;139.7282039103888;124.94171547987972;10.761616578742196;5.154912707799542;4.390732538498993;1.9333110899833112;0.9671127825587027;0.03237677812348971;11810.004019136428;10017.655298929456;10.408073470892553;3.417245866107424;15386.704591987873;9402.130722322065
availablePower;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 100, 'max_features': 'sqrt'};46.8377269800146;25.775794603406965;6.632291253728785;1.7796503107593473;2.2112560904456435;0.3207387194961234;0.9832542894549612;0.007855951170497602;143.67286107313222;129.3362764017901;10.881132797389322;5.299246290088038;4.330397879042878;1.9317587069630602;0.9676518946234186;0.03352343444485589;12153.58069239715;9932.760675613039;10.68463383025247;3.3915886779282567;16001.846458166145;9312.276926777298
availablePower;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 200, 'max_features': 'log2'};47.266553589883515;27.72121898939511;6.644676420449568;1.8603550609150532;2.2466339738369583;0.3300779064794006;0.9832055586716617;0.008161668259878997;150.38635360187325;129.72797946803078;11.108959309305458;5.474930407073565;4.4285701347311806;1.9702316423430681;0.9661929293087127;0.03254628957127999;12507.011058261669;10565.492079568616;10.632596843362101;3.6193007924687213;16109.512641063106;10047.049140506257
availablePower;CART;(1, 'denseweight', False, 'balance');RF;{'n_estimators': 200, 'max_features': 'sqrt'};45.24487714835308;27.234474047628435;6.4853219820094195;1.8813340237473635;2.151717335864089;0.3164118897740884;0.9839021219486057;0.008137972452341094;136.34864617829058;122.36608746889137;10.573306613736994;5.2232209549915;4.144110569308238;1.758265504185679;0.9692116644908111;0.030648182221341726;11762.315398350813;10397.917848354047;10.385297940300182;3.6117111746778323;15391.13521456566;9849.46853349185
availablePower;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 1, 'epsilon': 0.01};612.9170365252241;203.6741970101868;24.445361868933595;4.128669360851642;12.11947539744897;1.223459674157604;0.7801565762783523;0.046001880217819695;2184.7645652244923;1644.253536155662;43.59591245641261;17.768917378304177;26.186081336634373;11.956677435576074;0.46180505617008494;0.40472356531180476;174436.44896578213;91083.35639112342;40.99170086274954;7.6693519704923885;210735.20369631442;72747.83407521283
availablePower;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 1, 'epsilon': 0.1};605.381368948923;202.69917340492646;24.285970723179595;4.159726884969796;12.11119333837564;1.1771630259588128;0.7829742381248793;0.046393068275444926;2144.2507410094972;1597.27872137533;43.189320619360295;17.604712924782287;25.899752974928866;11.671362421764085;0.4755150185680887;0.390729934096018;171869.2352801005;90609.06838476623;40.66215793785045;7.773072818654945;208011.23997854837;72447.23544272066
availablePower;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 10, 'epsilon': 0.01};166.97214246196927;51.51790675429261;12.773381163098243;2.0582830288525678;6.231692194513064;0.43712458447442115;0.9393585524734606;0.0148346782033408;476.2269706707283;338.54106311886045;20.478440864955;7.948475074661896;11.178950316978888;4.8519356356890535;0.8637374521590212;0.12816004357420882;38647.93885654736;21741.44243679988;19.928448653344276;4.046754963489053;52926.53499949075;18350.010581503837
availablePower;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 10, 'epsilon': 0.1};172.34301648056982;54.964945228777005;12.962545555831067;2.1897308798556505;6.32124084104214;0.5338008648997895;0.937568576424441;0.015507664939298801;511.7899721675785;395.2724451882355;21.064436227518303;8.697349441984738;11.53544456889214;5.303186355392641;0.8563935623956489;0.1336528071633596;40614.46798849485;22558.25391118896;20.37269425322986;4.237176142971303;55052.07611672254;19172.25814183665
availablePower;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 100, 'epsilon': 0.01};83.12526703305002;34.144805662811024;8.968789321945213;1.7275818461433143;4.3721118529944825;0.3776607209331882;0.969699807626631;0.010901079813704138;221.84706133728181;176.0346339326958;14.005852845128222;5.341987501326476;7.1123151845206705;2.8549479374756888;0.9182645900372322;0.11256788458960547;18375.661073358828;12447.350841533607;13.407349068583262;3.420740526939148;25930.24437988477;11958.97699644064
availablePower;CART;(1, 'denseweight', False, 'balance');SVM;{'kernel': 'rbf', 'C': 100, 'epsilon': 0.1};79.79975728647679;26.986892315858384;8.83075562313772;1.4210764350771243;4.351809624297752;0.3495498071606023;0.9705840241923053;0.009373112994627753;208.94226257507535;143.33788988819575;13.780628399744828;4.599099366327866;7.03064738921829;2.6624080365182508;0.9205148003278877;0.1115752884643096;17426.833358662247;9798.823370675716;13.090703613009385;2.871841803962588;24627.046796906572;9516.811603998201
