Dataset;Fold;Strategy;Parameter Combination;Model;Model Parameter Combination;MSE;RMSE;MAE;R2;WMSE;WRMSE;WMAE;WR2;SERA;DWRMSE;DWSERA
housingBoston;0;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};12.450268507712876;3.5284938015692866;2.1473109478465;0.8659664929209522;8.18091448289929;2.860229795470862;2.144990958444452;0.3524461438244224;226.95688832065693;5.119809605612974;1167.2288600747502
housingBoston;1;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};17.739518022735027;4.211830721044595;2.7510152236666476;0.8595876447513431;9.826112807953132;3.134663109163907;2.7928239221664994;0.1783990330348545;212.6915730798544;6.110064641750573;1511.3982622229041
housingBoston;2;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};7.6899257386507625;2.7730715350763604;1.940692190820369;0.8747650196375764;9.869049479447614;3.141504333826012;2.186769691905204;0.9335002583560148;362.33362936188365;3.2314390589556643;558.9354207403909
housingBoston;3;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};5.726709131159791;2.393054351902562;1.8129683972713109;0.9106427803303039;6.281396822805598;2.506271498223127;2.0352754077001594;0.9560413763262426;236.16876650027814;2.5668978700205196;392.57878143207836
housingBoston;4;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};11.749197436501213;3.42771023228353;2.272334928520028;0.845116140768031;22.47777056882965;4.7410727234276475;3.1839352310874265;0.8629503151245759;919.3645963779026;4.990747434451705;1042.0695885401967
housingBoston;5;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};10.550619377911177;3.2481716977264576;2.1109121571289093;0.8762751384023012;19.868062197540183;4.457360451830229;2.9353036489237594;0.8940213883625318;791.6656490910024;4.721644781047187;911.414913817521
housingBoston;6;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};6.197626537843054;2.4895032713059555;1.8466079548325134;0.9072862961158271;8.557610139763568;2.9253393204487526;2.079259148565123;0.8787759140795938;141.01071689741275;3.178070116621964;515.5212103082878
housingBoston;7;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};15.258591389271237;3.906224697744772;2.5164457157149434;0.8710026196615109;11.146779381401378;3.3386792869937927;2.376001333005856;-0.07207560855959794;284.030248358199;5.534534141411211;1359.9347948891839
housingBoston;8;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};11.587296864841644;3.4040118778937365;2.385288595564703;0.8334552452302233;21.480445001809553;4.6347000983676985;3.4451668039129917;0.5206011184534141;448.65492412750586;3.751519576462584;809.0598372009014
housingBoston;9;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'sqrt'};6.826204630352132;2.6127006392528274;1.9506968004557415;0.9100973132520841;11.549538667379682;3.398461220520205;2.314855598629863;0.8007562234374159;197.8227920833326;3.0477753642230003;451.3732947962277
housingBoston;0;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'log2'};12.218463988703297;3.4954919523156245;2.1233547313853425;0.8684619871040999;8.642084191618363;2.9397421981558796;2.2318797792007823;0.31594261798307055;239.2862321527305;5.056757622678682;1139.9218626736076
housingBoston;1;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'log2'};15.310643758528428;3.9128817716011337;2.591259731800353;0.8788127418257402;9.342772432329404;3.0565949081174306;2.5812520801309544;0.2188130734338547;201.4540011240587;5.597307937800406;1273.462400805782
housingBoston;2;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'log2'};7.659463310492515;2.7675735420206116;1.9416978832130647;0.8752611182634727;9.735436020896941;3.120166024572561;2.1286575226889344;0.9344005740847263;357.34692838800646;3.207782959644844;534.7226778377845
housingBoston;3;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'log2'};5.646196632518067;2.3761726857528824;1.848791851463224;0.9118990643256161;6.557186094315574;2.56070031325721;2.1431408624033073;0.9541113411538824;246.7611981364753;2.637647092576895;404.2252453819805
housingBoston;4;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'log2'};11.533244871276173;3.3960631430048784;2.297673170936843;0.8479629366359075;21.639623112752044;4.651840830547843;3.081068686277973;0.8680606015020809;884.9618784466036;4.91683271364596;1004.3815959143751
housingBoston;5;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'log2'};11.772806311875035;3.4311523300306903;2.115313095787626;0.8619428130823509;22.6888350673286;4.76327986447664;2.893554496643635;0.8789750496953505;903.9836969932932;5.056137756519985;1024.9166802161167
housingBoston;6;GSMOTER;(0.7, 5, 0.75, 'minority', -0.5);RF;{'n_estimators': 100, 'max_features': 'log2'};6.167410571178377;2.4834271825802294;1.8448935225759597;0.9077383133790193;8.321387306728576;2.884681491383161;2.2038568458326977;0.8821221633875795;137.13191541871933;3.1810997945539903;509.9453310157561
